temp,clouds_all,sunday,monday,tuesday,wednesday,thursday,friday,saturday,is_holiday,afternoon,early_morning,evening,late_morning,morning,night,is_winter,traffic_volume
276.35,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,688
275.4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1352
275.17,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2072
274.99,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3342
275.09,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4258
276.88,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4861
278.04,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5191
279.08,40,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5669
280.12,75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5074
280.25,75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5025
280.0,75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5153
279.06,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5024
278.91,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4779
278.39,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4362
278.16,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3860
278.16,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3160
277.93,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2992
276.9,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3202
276.34,75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1941
276.11,75,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1233
275.73,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,323
275.65,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,312
275.51,75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,627
275.05,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1508
274.77,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1539
274.77,75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2232
275.55,75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4568
276.24,75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4624
277.01,90,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4529
277.43,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5139
278.45,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6640
279.27,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6589
279.27,90,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4429
279.44,90,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4329
279.32,90,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3833
279.27,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4015
278.11,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3382
276.79,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2815
275.73,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2110
274.88,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1555
273.92,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,959
273.08,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,455
272.62,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,336
271.78,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,265
271.05,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,314
270.63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,779
270.33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2571
269.61,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5563
270.01,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6676
271.23,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5966
273.71,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4832
276.77,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4395
279.47,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4411
279.84,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4648
282.34,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4602
282.94,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5125
283.48,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5502
284.33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5979
284.48,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5663
284.23,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4259
281.99,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3069
279.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2378
279.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2030
278.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1400
278.46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,917
277.78,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,515
277.27,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,302
277.47,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,251
276.97,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,798
276.52,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2678
276.6,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5733
277.31,75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6449
278.38,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5765
279.35,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5599
281.37,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4534
283.11,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4691
284.08,75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5067
285.14,75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5030
286.35,90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5300
287.23,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5777
288.53,90,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6349
290.37,90,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6127
290.13,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4460
288.86,75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3418
287.36,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2775
285.11,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2306
283.46,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1846
282.45,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,947
281.88,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,494
281.78,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,332
281.09,75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,261
281.17,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,361
281.25,92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5875
281.25,99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6793
281.25,99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6793
280.1,99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6283
280.1,99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6283
279.61,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5680
279.61,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5680
279.67,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4632
280.19,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4887
282.09,75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5030
282.26,75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5067
282.05,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5227
281.59,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5610
281.23,81,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6286
282.6,81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4775
282.6,81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3340
282.6,81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3013
282.6,81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2603
282.6,81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1910
282.6,81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1037
273.9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,347
274.4,75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,350
274.05,75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,850
273.71,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2791
272.66,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5809
272.65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6798
272.52,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6304
275.19,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5291
275.34,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4638
284.1,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5557
284.1,50,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5818
283.78,75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6272
283.52,75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5944
283.32,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4949
282.06,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3511
281.95,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3039
281.81,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2679
282.16,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2094
282.53,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1284
283.91,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,630
284.64,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,410
284.61,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,331
283.18,72,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,372
282.26,72,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,739
280.77,72,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2561
278.53,75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5586
277.64,75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6992
277.9,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5860
278.18,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5230
279.29,75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4864
280.45,75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5146
280.95,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5526
281.74,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5383
281.84,75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5758
282.45,75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5889
282.2,75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6057
281.54,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6028
280.21,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5257
282.2,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1897
272.58,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1335
272.06,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,769
270.99,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,570
270.29,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,413
269.48,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,399
269.27,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,740
268.91,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1420
268.98,75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2220
269.23,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3479
272.61,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4546
276.78,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4579
279.22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4438
280.35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4623
281.81,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4440
283.05,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4495
283.96,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4483
284.53,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4591
284.44,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4477
283.64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4221
281.85,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3672
281.38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3015
281.84,75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2769
282.23,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2875
282.18,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1931
282.49,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1309
282.54,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,870
282.58,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,654
282.23,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,364
282.08,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,262
282.23,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,505
282.24,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,861
282.24,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1132
282.24,57,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1797
282.43,57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2685
282.43,57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2685
282.43,57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2685
282.33,57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3370
282.33,57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3370
282.82,57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3662
282.82,57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3662
283.33,57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4076
283.33,57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4076
283.33,57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4076
283.75,93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4128
283.75,93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4128
283.75,93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4128
284.09,93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4358
284.09,93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4358
284.09,93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4358
284.55,93,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4342
284.55,93,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4342
284.68,93,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4234
284.64,93,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4271
284.64,93,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4271
284.4,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4080
284.17,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3453
284.03,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2718
283.58,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2439
283.04,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1819
281.95,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1002
281.95,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1002
281.61,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,542
281.61,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,542
281.57,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,303
281.42,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,239
281.29,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,335
281.29,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,335
281.02,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,810
281.02,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,810
280.82,85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2606
280.82,85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2606
280.39,85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5714
280.19,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6798
279.82,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6114
279.75,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5094
280.07,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4473
280.32,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4529
281.72,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4823
284.01,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4872
285.88,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5238
286.87,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5584
287.6,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6246
287.27,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5957
286.18,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4535
285.2,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3234
284.68,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2677
284.49,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2077
283.54,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1380
282.33,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,927
281.21,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,500
279.87,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,324
278.93,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,257
277.91,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,354
277.21,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,769
276.61,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2769
276.11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5789
274.81,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7055
274.99,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6408
277.91,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5254
280.71,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4547
283.85,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4784
286.01,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5015
286.31,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5057
288.15,75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5430
289.15,75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5813
288.99,75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6496
288.86,75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6429
288.16,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5142
287.28,68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3311
287.04,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2777
286.9,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2331
287.09,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1767
287.09,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1093
286.89,75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,554
286.93,75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,333
286.93,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,267
287.07,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,358
286.56,75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,777
285.91,90,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2732
285.29,90,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5637
